event_type,attendance,location_type,weather_factor,density_veh_per_km,queue_length_veh,label
Accident,424,Urban,179.6296,33.08,10.44,Moderate
Accident,230,Urban,294.4637,7.93,2.61,Free-flow
Accident,661,Urban,153.4088,27.35,7.39,Moderate
Sporting Event,44732,Urban,28.0631,88.4,60.84,Gridlock
Construction,272,Suburban,277.5044,9.55,1.94,Free-flow
Accident,239,Suburban,180.1938,24.89,9.31,Moderate
Other,231,Highway,157.8613,32.62,8.44,Moderate
Parade,57525,Urban,27.8603,90.67,56.46,Gridlock
Accident,902,Suburban,20.2053,89.65,61.57,Gridlock
Accident,921,Highway,173.0882,30.0,9.77,Moderate
Concert,49186,Highway,86.3985,64.12,25.96,Heavy
Parade,64220,Highway,288.1787,12.98,2.35,Free-flow
Construction,863,Urban,148.4139,32.15,11.84,Moderate
Other,581,Highway,176.103,32.51,8.57,Moderate
Construction,637,Urban,291.1835,8.93,2.62,Free-flow
Accident,906,Urban,280.5085,10.88,1.87,Free-flow
Concert,82860,Urban,183.1342,27.25,8.25,Moderate
Construction,315,Urban,171.3244,25.99,9.17,Moderate
Accident,628,Urban,25.7842,94.73,52.93,Gridlock
Sporting Event,59406,Urban,67.1304,56.15,25.35,Heavy
Concert,83755,Suburban,23.9413,89.69,62.8,Gridlock
Accident,292,Suburban,81.9698,60.06,26.0,Heavy
Construction,179,Suburban,63.7114,63.41,26.15,Heavy
Other,326,Urban,153.8101,28.13,8.59,Moderate
Accident,765,Urban,268.543,9.94,1.12,Free-flow
Concert,99839,Urban,157.2359,30.71,8.96,Moderate
Construction,59,Highway,92.9883,59.14,32.79,Heavy
Other,965,Urban,21.4747,94.3,61.64,Gridlock
Accident,548,Urban,88.1662,63.38,22.09,Heavy
Sporting Event,64629,Highway,161.222,33.49,8.53,Moderate
Concert,99430,Urban,170.9231,30.16,8.23,Moderate
Accident,473,Urban,173.9405,30.78,8.11,Moderate
Accident,343,Highway,25.1791,91.68,55.32,Gridlock
Accident,287,Urban,268.2198,11.9,1.86,Free-flow
Concert,21562,Urban,266.2367,9.85,1.41,Free-flow
Accident,949,Suburban,157.4191,27.52,9.73,Moderate
Sporting Event,25105,Suburban,28.0955,88.05,60.92,Gridlock
Accident,192,Highway,103.8693,63.82,29.64,Heavy
Sporting Event,24203,Urban,290.8607,12.83,2.0,Free-flow
Concert,37445,Rural,280.6852,9.91,1.83,Free-flow
Accident,993,Suburban,96.3086,58.49,26.49,Heavy
Other,721,Rural,80.9627,63.65,20.02,Heavy
Accident,857,Urban,25.1318,91.71,53.74,Gridlock
Concert,81092,Rural,161.0706,27.8,9.27,Moderate
Construction,203,Highway,250.7824,8.01,1.98,Free-flow
Concert,27858,Suburban,71.352,56.85,24.19,Heavy
Parade,30214,Urban,30.6388,90.44,59.36,Gridlock
Concert,19409,Rural,298.0241,10.88,1.8,Free-flow
Sporting Event,76347,Urban,75.0035,61.14,27.14,Heavy
Parade,88350,Highway,23.0871,87.2,64.08,Gridlock
Sporting Event,73362,Urban,266.3488,5.53,1.29,Free-flow
Sporting Event,6404,Suburban,163.3195,31.56,9.19,Moderate
Parade,98449,Urban,159.1063,24.87,12.94,Moderate
Other,584,Suburban,82.561,61.61,22.04,Heavy
Sporting Event,96008,Urban,29.3649,90.41,61.36,Gridlock
Sporting Event,73571,Urban,168.6163,31.36,9.14,Moderate
Construction,708,Highway,25.0067,91.91,60.96,Gridlock
Accident,963,Urban,112.3562,59.92,27.18,Heavy
Sporting Event,26550,Urban,175.3413,31.32,9.56,Moderate
Accident,873,Urban,23.5862,89.63,57.44,Gridlock
Accident,323,Urban,292.6599,6.52,1.25,Free-flow
Accident,320,Urban,74.1287,62.37,28.04,Heavy
Accident,516,Highway,157.0412,31.98,10.68,Moderate
Other,889,Highway,272.6036,16.28,1.34,Free-flow
Accident,756,Highway,157.0134,31.4,8.53,Moderate
Parade,79848,Suburban,273.4657,10.69,2.74,Free-flow
Construction,632,Suburban,157.714,27.93,12.68,Moderate
Construction,33,Urban,73.9462,57.77,24.78,Heavy
Accident,151,Urban,147.3074,35.25,12.64,Moderate
Construction,402,Urban,190.0203,34.03,8.98,Moderate
Sporting Event,31146,Rural,75.4621,57.46,24.79,Heavy
Other,76,Urban,157.447,30.4,11.51,Moderate
Concert,37115,Urban,31.2868,89.49,57.49,Gridlock
Construction,283,Urban,156.4382,28.48,10.61,Moderate
Accident,864,Highway,22.2074,91.29,66.18,Gridlock
Parade,57120,Suburban,84.0458,62.88,24.41,Heavy
Accident,566,Suburban,22.8389,91.97,63.31,Gridlock
Accident,781,Urban,284.26,9.39,0.44,Free-flow
Parade,96255,Suburban,76.2242,62.59,25.86,Heavy
Parade,25021,Highway,25.3006,93.27,57.92,Gridlock
Construction,838,Urban,18.2289,89.0,60.39,Gridlock
Other,63,Suburban,25.375,90.69,59.75,Gridlock
Construction,463,Suburban,82.7742,55.51,24.21,Heavy
Accident,216,Highway,138.7569,31.0,10.73,Moderate
Parade,36746,Suburban,28.853,90.35,62.14,Gridlock
Construction,381,Urban,82.636,57.68,26.34,Heavy
Accident,569,Urban,161.919,30.18,11.64,Moderate
Parade,41512,Suburban,285.9456,10.36,2.27,Free-flow
Sporting Event,10234,Highway,153.9223,33.53,11.83,Moderate
Sporting Event,1636,Urban,85.8187,63.53,23.72,Heavy
Sporting Event,66537,Suburban,94.3692,63.01,26.08,Heavy
Construction,332,Rural,24.4854,91.11,55.07,Gridlock
Accident,917,Urban,286.1558,9.53,0.23,Free-flow
Parade,34619,Urban,24.9749,93.74,55.57,Gridlock
Accident,331,Urban,262.431,9.06,2.53,Free-flow
Concert,44562,Suburban,21.1621,89.01,52.88,Gridlock
Concert,80139,Rural,288.8272,9.31,3.54,Free-flow
Construction,53,Suburban,156.8872,30.09,11.79,Moderate
Concert,27843,Suburban,269.1298,9.07,2.79,Free-flow
Parade,86795,Rural,23.8594,87.25,65.48,Gridlock
Accident,294,Highway,86.8509,61.61,27.74,Heavy
Construction,554,Rural,23.9182,90.69,57.35,Gridlock
Accident,745,Highway,300.0961,8.65,2.44,Free-flow
Concert,93754,Suburban,181.0447,31.2,11.32,Moderate
Sporting Event,21108,Suburban,159.5174,33.06,9.3,Moderate
Accident,203,Highway,78.4788,62.01,26.44,Heavy
Other,128,Highway,61.8323,54.66,24.68,Heavy
Construction,516,Highway,87.1475,61.33,23.95,Heavy
Concert,48893,Suburban,157.6803,23.57,9.58,Moderate
Sporting Event,13740,Suburban,158.9819,32.75,8.29,Moderate
Accident,878,Urban,278.5653,12.96,2.4,Free-flow
Accident,24,Urban,279.412,8.74,1.59,Free-flow
Accident,273,Highway,280.8885,10.12,0.87,Free-flow
Accident,392,Urban,156.8116,34.21,9.58,Moderate
Sporting Event,37075,Urban,79.0092,61.02,24.84,Heavy
Concert,69991,Urban,73.0203,61.47,28.56,Heavy
Accident,559,Urban,263.969,9.82,2.13,Free-flow
Accident,429,Urban,285.8403,13.67,1.49,Free-flow
Accident,848,Rural,27.1259,89.89,58.02,Gridlock
Other,677,Highway,86.0923,59.74,24.79,Heavy
Construction,755,Urban,27.0306,93.22,65.56,Gridlock
Concert,43520,Urban,165.9096,30.32,7.92,Moderate
Construction,780,Suburban,72.6623,58.19,27.58,Heavy
Construction,453,Suburban,20.8323,89.5,63.98,Gridlock
Other,956,Suburban,162.0334,33.35,7.01,Moderate
Accident,41,Urban,166.0228,34.11,7.51,Moderate
Accident,731,Highway,162.9911,31.36,10.9,Moderate
Parade,75827,Urban,21.69,86.56,60.77,Gridlock
Construction,927,Urban,170.7059,29.11,8.04,Moderate
Accident,667,Urban,26.0384,89.0,64.37,Gridlock
Accident,292,Urban,74.7531,63.56,24.76,Heavy
Construction,332,Suburban,78.9508,55.75,26.7,Heavy
Construction,526,Suburban,278.6357,13.06,0.74,Free-flow
Construction,968,Urban,178.4803,29.25,8.07,Moderate
Accident,262,Urban,271.0979,9.74,3.34,Free-flow
Construction,878,Suburban,27.7429,91.04,59.55,Gridlock
Concert,83775,Highway,303.1039,9.39,3.44,Free-flow
Construction,440,Highway,23.7759,86.97,61.53,Gridlock
Accident,363,Highway,80.1425,58.42,23.85,Heavy
Concert,33233,Urban,97.9268,61.98,21.67,Heavy
Construction,564,Suburban,308.372,11.51,2.48,Free-flow
Sporting Event,64328,Urban,75.457,59.73,22.8,Heavy
Concert,13653,Suburban,276.1647,11.78,2.24,Free-flow
Accident,135,Suburban,163.8582,30.04,8.04,Moderate
Construction,916,Urban,180.2661,31.37,10.11,Moderate
Parade,63652,Urban,281.3434,10.74,2.02,Free-flow
Concert,62195,Highway,94.255,62.27,26.97,Heavy
Other,911,Urban,97.6913,56.48,29.21,Heavy
Accident,128,Urban,266.2942,10.99,1.36,Free-flow
Construction,352,Urban,266.1714,11.5,2.96,Free-flow
Parade,56424,Rural,151.4304,33.86,10.0,Moderate
Accident,452,Suburban,292.6682,8.74,1.19,Free-flow
Accident,765,Suburban,270.9962,8.03,2.24,Free-flow
Accident,847,Urban,167.5518,31.84,13.29,Moderate
Sporting Event,97199,Urban,74.2338,61.94,25.77,Heavy
Accident,925,Suburban,21.975,92.33,54.77,Gridlock
Accident,239,Urban,165.6983,28.5,9.29,Moderate
Parade,54827,Urban,83.9043,58.46,25.19,Heavy
Accident,150,Rural,149.4599,26.86,10.73,Moderate
Sporting Event,38113,Urban,283.0492,7.43,1.89,Free-flow
Concert,14982,Urban,283.5019,9.89,3.26,Free-flow
Accident,430,Suburban,155.5807,21.6,13.02,Moderate
Parade,84687,Urban,60.9281,64.62,26.56,Heavy
Sporting Event,52157,Rural,183.7794,34.67,8.25,Heavy
Concert,93127,Rural,283.911,4.63,1.0,Free-flow
Accident,443,Rural,291.054,14.94,1.98,Free-flow
Accident,168,Urban,278.8173,10.36,1.46,Free-flow
Accident,734,Urban,150.0431,28.92,10.94,Moderate
Concert,7424,Highway,270.0709,11.18,1.74,Free-flow
Accident,34,Suburban,26.5363,93.97,63.79,Gridlock
Sporting Event,44780,Urban,280.1569,6.43,3.22,Free-flow
Construction,331,Rural,29.4184,88.99,57.28,Gridlock
Other,748,Suburban,164.8167,27.15,9.8,Moderate
Sporting Event,75692,Rural,283.8348,9.6,4.01,Free-flow
Concert,91614,Urban,279.4423,9.0,3.39,Free-flow
Accident,939,Highway,150.3337,31.27,8.74,Moderate
Other,518,Suburban,169.1486,32.33,9.94,Moderate
Other,865,Suburban,284.0883,8.89,2.74,Free-flow
Construction,34,Urban,265.2159,9.34,3.11,Free-flow
Construction,124,Rural,22.8187,88.78,63.95,Gridlock
Accident,468,Urban,81.8845,56.81,23.03,Heavy
Construction,172,Highway,24.3724,86.45,64.2,Gridlock
Accident,373,Suburban,20.7355,89.89,57.8,Gridlock
Concert,73086,Rural,24.5688,90.79,57.31,Gridlock
Accident,128,Highway,24.6333,94.4,62.18,Gridlock
Parade,43987,Rural,184.4906,29.72,8.95,Moderate
Construction,922,Suburban,86.1807,61.25,25.86,Heavy
Other,999,Highway,76.4528,61.13,29.53,Heavy
Accident,567,Urban,132.108,36.94,11.57,Moderate
Accident,203,Suburban,70.3582,59.69,24.5,Heavy
Parade,25141,Urban,171.9975,30.98,10.61,Moderate
Accident,58,Highway,265.6184,8.51,1.29,Free-flow
Other,80,Suburban,157.757,26.41,12.35,Heavy
Sporting Event,67502,Urban,33.3396,93.4,57.2,Gridlock
Concert,46426,Suburban,67.613,63.56,28.16,Heavy
Sporting Event,74863,Urban,282.5662,11.89,0.9,Free-flow
Sporting Event,63801,Rural,25.4797,85.19,64.2,Gridlock
Construction,38,Urban,25.7258,86.92,59.6,Gridlock
Other,103,Suburban,20.6823,91.16,64.02,Gridlock
Concert,88424,Urban,68.8664,62.43,27.26,Heavy
Accident,53,Urban,92.7576,65.54,28.51,Heavy
Accident,472,Suburban,23.2569,93.77,55.36,Gridlock
Construction,148,Urban,164.6542,30.37,8.58,Moderate
Sporting Event,90663,Suburban,278.0592,9.29,2.61,Free-flow
Construction,929,Urban,24.432,91.68,54.64,Gridlock
Concert,43834,Highway,268.6152,10.47,1.36,Free-flow
Parade,77884,Suburban,75.4875,55.79,21.82,Heavy
Other,117,Suburban,79.435,57.64,22.54,Heavy
Construction,132,Suburban,75.7925,60.27,27.51,Heavy
Concert,80664,Urban,75.9088,61.23,26.25,Heavy
Parade,81419,Suburban,96.1324,61.39,24.1,Heavy
Concert,93589,Highway,280.731,7.14,2.49,Free-flow
Sporting Event,27404,Highway,59.3283,63.02,28.09,Heavy
Accident,542,Suburban,168.844,34.68,10.8,Moderate
Concert,67328,Urban,24.6931,85.53,59.67,Gridlock
Accident,9,Rural,26.6983,81.85,59.36,Gridlock
Accident,947,Urban,142.291,32.6,13.93,Moderate
Parade,83247,Highway,273.2585,7.28,1.38,Moderate
Construction,395,Suburban,65.3742,60.37,24.47,Heavy
Concert,50288,Urban,148.1337,28.9,9.74,Moderate
Other,598,Suburban,26.9342,95.73,61.42,Gridlock
Concert,25423,Urban,27.5897,93.32,59.69,Gridlock
Accident,563,Urban,165.507,35.42,10.32,Moderate
Accident,740,Suburban,76.8643,60.62,24.94,Heavy
Other,916,Suburban,270.1928,10.65,1.82,Free-flow
Sporting Event,13598,Highway,179.6171,27.92,11.13,Moderate
Concert,29868,Suburban,77.9871,54.69,26.69,Heavy
Construction,181,Urban,161.8862,31.8,8.79,Moderate
Concert,77180,Urban,276.6434,8.12,1.22,Free-flow
Sporting Event,11758,Urban,294.0158,13.59,0.91,Free-flow
Accident,868,Urban,138.7667,28.23,9.25,Moderate
Construction,632,Urban,23.8395,86.2,57.23,Gridlock
Concert,6972,Urban,24.0498,84.39,61.97,Gridlock
Sporting Event,61078,Urban,276.747,11.06,2.02,Free-flow
Accident,132,Urban,24.9232,94.26,64.35,Gridlock
Concert,66894,Urban,273.8697,13.0,1.86,Free-flow
Construction,589,Rural,26.2155,90.72,56.76,Gridlock
Accident,898,Highway,22.8922,86.9,63.62,Gridlock
Construction,735,Urban,291.8179,9.39,0.03,Free-flow
Parade,78530,Urban,163.301,32.14,10.65,Moderate
Sporting Event,26284,Suburban,273.6671,6.45,2.32,Free-flow
Construction,440,Highway,266.3179,6.66,1.56,Free-flow
Construction,104,Urban,292.9132,12.42,2.97,Free-flow
Concert,93357,Urban,72.9822,59.43,28.03,Heavy
Accident,839,Urban,281.1937,9.37,0.45,Free-flow
Construction,819,Urban,151.6625,31.39,5.3,Moderate
Concert,16976,Urban,308.7332,13.9,3.33,Free-flow
Accident,557,Suburban,53.5439,63.09,24.52,Heavy
Sporting Event,42153,Highway,91.4184,58.89,27.38,Heavy
Construction,3,Urban,177.7207,31.27,11.78,Moderate
Other,452,Urban,296.0394,7.35,1.68,Free-flow
Parade,64567,Urban,157.3346,30.18,11.46,Moderate
Sporting Event,56803,Highway,282.7704,10.29,1.78,Free-flow
Accident,283,Highway,85.3513,53.92,25.32,Heavy
Sporting Event,74267,Rural,84.7234,60.61,25.3,Heavy
Accident,429,Suburban,24.1609,86.95,54.87,Gridlock
Parade,56059,Suburban,283.6013,10.34,2.08,Free-flow
Parade,22076,Suburban,154.3046,31.36,11.84,Moderate
Parade,27792,Urban,25.5185,94.02,66.06,Gridlock
Concert,77332,Rural,258.2612,13.34,2.34,Moderate
Construction,616,Suburban,20.4298,90.12,57.16,Gridlock
Sporting Event,54187,Urban,74.0661,57.63,21.55,Heavy
Other,327,Urban,62.4737,57.88,23.78,Heavy
Sporting Event,12716,Urban,21.6176,93.02,64.0,Gridlock
Accident,614,Highway,145.4205,29.14,11.95,Moderate
Construction,85,Highway,74.0567,56.83,25.43,Heavy
Accident,647,Urban,81.9041,58.22,24.82,Heavy
Sporting Event,31902,Urban,23.276,93.88,63.92,Gridlock
Concert,37588,Urban,57.1593,55.39,26.39,Heavy
Accident,206,Urban,25.1202,92.85,54.72,Gridlock
Accident,11,Highway,145.4293,33.74,9.21,Moderate
Construction,754,Urban,273.8504,12.86,2.7,Free-flow
Sporting Event,43042,Highway,178.0117,26.75,9.66,Moderate
Concert,1998,Suburban,293.9701,11.11,2.21,Free-flow
Other,762,Urban,78.5714,59.52,24.96,Heavy
Sporting Event,80136,Urban,294.8365,11.28,1.76,Free-flow
Concert,32420,Urban,265.0536,12.74,3.14,Free-flow
Accident,768,Urban,61.7367,60.96,26.68,Heavy
Concert,42216,Suburban,188.5753,26.2,10.36,Moderate
Accident,781,Rural,167.2453,29.86,8.56,Moderate
Construction,663,Suburban,274.5132,10.09,2.03,Free-flow
Parade,3684,Suburban,268.9939,11.43,2.35,Free-flow
Accident,412,Suburban,85.2,56.46,24.52,Moderate
Accident,27,Suburban,267.2787,10.11,2.85,Free-flow
Accident,232,Urban,95.6671,59.89,28.56,Heavy
Accident,731,Suburban,68.1839,59.32,28.79,Heavy
Sporting Event,50100,Suburban,66.9617,60.22,27.46,Moderate
Accident,87,Suburban,76.5265,61.33,23.78,Heavy
Parade,61928,Highway,150.2331,24.97,9.81,Moderate
Sporting Event,17327,Suburban,28.6751,89.97,65.71,Gridlock
Other,214,Urban,75.4429,66.9,23.31,Heavy
Accident,402,Highway,304.2132,10.79,1.69,Free-flow
Sporting Event,83574,Urban,20.7243,86.74,68.42,Gridlock
Concert,45745,Rural,161.6232,26.48,10.3,Moderate
Sporting Event,55321,Highway,283.7055,9.58,3.08,Free-flow
Accident,266,Highway,155.6262,34.31,9.54,Moderate
Concert,83921,Suburban,176.4001,26.69,9.99,Moderate
Construction,181,Urban,283.1095,12.38,1.27,Free-flow
Accident,53,Highway,185.9981,32.67,10.47,Moderate
Construction,487,Suburban,72.6751,57.94,25.02,Heavy
Accident,970,Highway,22.3009,85.0,62.16,Gridlock
Concert,16651,Suburban,274.7593,10.77,2.94,Free-flow
Sporting Event,10750,Suburban,85.9308,62.64,23.33,Heavy
Sporting Event,46893,Highway,75.4901,60.55,23.48,Heavy
Concert,16857,Rural,168.5059,28.65,12.69,Moderate
Construction,373,Suburban,276.9316,13.09,2.83,Free-flow
Construction,184,Urban,289.2986,10.84,1.52,Moderate
Parade,86714,Highway,156.837,30.32,10.69,Moderate
Other,227,Urban,81.2285,64.16,27.38,Heavy
Accident,118,Suburban,88.5399,64.63,25.81,Heavy
Concert,82080,Rural,79.4795,62.02,25.83,Heavy
Accident,110,Suburban,71.8608,62.5,24.69,Heavy
Sporting Event,22093,Urban,156.3865,36.78,8.12,Moderate
Accident,170,Suburban,154.8633,30.48,9.55,Moderate
Construction,20,Urban,181.5392,26.3,11.79,Moderate
Other,122,Urban,166.1853,26.87,10.96,Moderate
Accident,357,Urban,56.3363,60.17,28.22,Heavy
Concert,89351,Highway,145.4268,34.25,10.5,Moderate
Sporting Event,32495,Suburban,24.6528,86.69,61.69,Gridlock
Other,167,Suburban,19.7738,87.21,53.68,Gridlock
Parade,96215,Rural,169.8662,39.93,12.05,Moderate
Sporting Event,87251,Urban,291.3983,7.76,2.68,Free-flow
Concert,34997,Suburban,24.2622,92.96,62.26,Gridlock
Construction,966,Suburban,288.3976,5.62,1.19,Free-flow
Accident,871,Suburban,104.727,57.38,24.81,Heavy
Parade,32930,Rural,302.6562,7.29,2.75,Free-flow
Accident,819,Highway,76.209,62.63,23.26,Heavy
Construction,442,Suburban,82.402,60.63,24.42,Heavy
Construction,473,Urban,158.0357,33.31,11.12,Moderate
Construction,358,Urban,96.6584,61.36,25.86,Heavy
Other,290,Highway,193.0315,32.49,11.97,Moderate
Sporting Event,51885,Urban,71.8026,62.31,23.14,Heavy
Accident,918,Suburban,280.4347,10.41,1.85,Free-flow
Accident,485,Suburban,141.4388,30.6,9.23,Moderate
Other,746,Suburban,81.6329,60.72,22.62,Heavy
Sporting Event,4047,Highway,176.3299,32.97,10.45,Moderate
Parade,62791,Suburban,291.1902,8.88,0.47,Moderate
Parade,36433,Urban,16.4294,92.39,57.96,Gridlock
Other,530,Highway,282.3028,11.14,0.38,Free-flow
Parade,81876,Urban,299.9652,9.01,0.97,Free-flow
Accident,832,Urban,300.1026,11.07,0.97,Free-flow
Accident,927,Urban,274.7082,11.01,1.88,Free-flow
Sporting Event,51641,Suburban,270.9772,9.7,1.7,Free-flow
Parade,85930,Urban,142.0999,27.27,9.5,Moderate
Sporting Event,21208,Urban,145.0422,29.56,10.81,Moderate
Accident,782,Highway,100.3234,59.54,26.83,Heavy
Accident,294,Urban,24.5351,89.47,66.41,Gridlock
Concert,68396,Urban,171.8815,30.95,11.36,Moderate
Construction,633,Highway,305.9706,9.81,0.69,Free-flow
Concert,69479,Highway,26.3587,92.69,58.78,Gridlock
Construction,732,Urban,72.4975,63.88,24.85,Heavy
Other,684,Urban,195.8885,32.42,9.11,Moderate
Accident,337,Urban,71.8799,57.43,26.92,Heavy
Accident,289,Urban,272.9407,10.28,3.15,Free-flow
Construction,728,Rural,25.5541,91.21,64.41,Gridlock
Concert,89180,Suburban,176.5576,31.16,9.72,Moderate
Parade,66267,Highway,27.5865,88.2,59.9,Gridlock
Accident,655,Suburban,288.1629,8.62,2.22,Free-flow
Accident,221,Urban,90.2211,62.04,24.78,Heavy
Sporting Event,52098,Suburban,84.2273,58.47,28.67,Heavy
Accident,874,Highway,60.5585,61.83,28.31,Heavy
Concert,89554,Highway,15.6174,89.08,61.08,Gridlock
Accident,335,Suburban,82.6843,63.53,26.17,Heavy
Concert,17690,Urban,94.5382,58.19,26.86,Heavy
Construction,102,Suburban,75.3759,58.26,23.65,Heavy
Sporting Event,80369,Suburban,295.6356,8.66,1.48,Free-flow
Construction,508,Urban,158.5559,27.55,8.01,Moderate
Construction,503,Highway,294.1735,9.8,1.29,Free-flow
Concert,2889,Suburban,72.1862,62.12,25.61,Heavy
Accident,20,Suburban,28.1297,94.02,59.75,Gridlock
Construction,510,Highway,307.6839,8.0,1.93,Free-flow
Sporting Event,29593,Highway,21.1768,84.61,59.59,Gridlock
Concert,28197,Rural,268.4927,12.4,1.93,Free-flow
Accident,625,Suburban,30.2025,92.93,60.23,Gridlock
Accident,231,Suburban,180.3216,30.5,13.14,Moderate
Parade,21040,Urban,140.2049,35.35,13.28,Moderate
Concert,97164,Rural,254.5487,7.57,3.17,Free-flow
Concert,14428,Suburban,78.9697,59.88,24.34,Heavy
Accident,323,Suburban,83.2083,64.44,25.96,Heavy
Sporting Event,75948,Suburban,192.7301,26.19,12.45,Moderate
Concert,82167,Suburban,68.1845,58.19,28.97,Heavy
Parade,84280,Highway,283.2265,11.09,2.59,Free-flow
Sporting Event,60223,Urban,187.412,27.45,11.11,Moderate
Accident,480,Suburban,22.8422,91.0,56.78,Gridlock
Construction,703,Highway,179.2948,32.59,5.85,Moderate
Parade,62311,Highway,24.2625,91.61,60.7,Gridlock
Other,788,Suburban,29.8349,98.33,65.52,Gridlock
Sporting Event,11789,Highway,82.5169,63.08,27.98,Heavy
Accident,342,Urban,281.2565,10.55,2.2,Free-flow
Other,584,Suburban,83.8734,60.75,21.16,Heavy
Accident,241,Highway,155.0437,28.85,11.31,Free-flow
Construction,305,Highway,24.4196,88.54,59.63,Gridlock
Construction,753,Suburban,19.7771,86.86,59.16,Gridlock
Construction,824,Highway,275.7613,6.64,2.1,Free-flow
Sporting Event,50676,Highway,81.9085,63.91,25.25,Heavy
Sporting Event,27506,Highway,71.652,61.87,26.45,Heavy
Accident,269,Urban,172.3489,26.14,11.06,Moderate
Accident,885,Suburban,81.3817,61.24,28.6,Heavy
Parade,82844,Urban,82.2586,60.98,31.17,Heavy
Accident,224,Suburban,30.7749,87.0,62.18,Gridlock
Accident,958,Urban,81.4709,59.71,25.16,Heavy
Sporting Event,90979,Urban,303.2552,12.42,1.09,Free-flow
Sporting Event,35543,Urban,163.5098,30.25,8.92,Moderate
Accident,155,Suburban,79.2261,64.47,25.85,Heavy
Concert,96472,Suburban,23.7267,84.27,58.9,Gridlock
Other,872,Suburban,261.7198,9.26,2.47,Free-flow
Construction,219,Rural,270.8463,13.12,0.91,Free-flow
Accident,147,Rural,175.6417,30.54,10.32,Moderate
Sporting Event,70122,Rural,288.9315,11.18,2.62,Free-flow
Parade,3287,Rural,24.6902,95.45,53.12,Gridlock
Concert,5830,Suburban,299.0039,9.08,2.79,Free-flow
Parade,43380,Rural,175.1627,29.45,12.2,Moderate
Accident,157,Urban,155.9794,29.59,11.13,Moderate
Construction,537,Urban,170.5105,30.44,8.56,Moderate
Other,468,Suburban,78.4744,61.06,27.53,Heavy
Concert,31417,Rural,93.4147,63.37,24.33,Heavy
Other,312,Highway,30.8777,87.37,58.85,Gridlock
Accident,876,Suburban,33.0805,93.35,65.46,Gridlock
Sporting Event,53698,Rural,290.313,11.67,0.64,Free-flow
Other,287,Urban,151.6735,32.2,9.92,Moderate
Construction,73,Urban,24.4543,90.44,59.63,Gridlock
